Itens,Valor,qtd
Protetor Contaminagao dos,0,False
Anel de Cobre de Cléerigo-,0,False
Rac,0,False
Fragmento de Lapis,0,False
False,0,False
Lengo Python Anciao:,0,False
Doces arco-iris,0,False
lsobarica,0,False
Citrin Transparente,0,False
Garnet da Princesa,0,False
Frasco Sabio-,0,False
Capa Cruel.,0,False
Elmo Soron Perito-,0,False
Arco de Ataque Legendario,0,False
Pulseira de Ouro.,0,False
Anel de Ouro:,0,False
Remedio de Explosao L 4,0,False
Remedio de Etain Lv2,0,False
Calgado Piton Atroz,0,False
Protetor Tatoram Perito,0,False
Remedio da Boa Sorte Ly2_,0,False
Armadura Inferior violenta:,0,False
Armadura Inferior Académicas:,0,False
Botas de Imperador,0,False
Luvas Brutais Venia-,0,False
Elmo Python Iniciante,0,False
Botas Python Anciao,0,False
Botas Selva,0,False
Luvas Selva,0,False
Calga Selva,0,False
Armadura Selva,0,False
Capacete Unicornio Quebrado,0,False
Elmo Ermitao Iniciante,0,False
Rac (Amuleto),0,False
Recreagao Exchange: DEX,0,False
Gladio Nobre-,0,False
Psophos Legendario:,0,False
Colar de Platina |,0,False
Rubio:,0,False
Sopro da Tempestade,0,False
Escudo Protetor da Natureza,0,False
Doce Dourado:,0,False
Armadura Inferior Teneran:,0,False
Disparo Celestial Deusa,0,False
Esséncia Celestial,0,False
Bracadeira de Cobre de Mago,0,False
False,0,False
False,0,False
Luvas Eremita,0,False
Capacete Colmeia Quebrado,0,False
Capacete Metrin Quebrado |,0,False
Capacete Teron Quebrada,0,False
Capacete Dignidade Quebrado-,0,False
Capacete Ulacruty Quebrado-,0,False
Capacete Sensivel Quebrada,0,False
Capacete de Metal Quebrada,0,False
Capacete de Couro Duro Quebrado,0,False
Legiao da Condenagao Dourada,0,False
Lamina As Nobre:,0,False
Capacete de Quinne Quebrado |,0,False
Capacete Lapinirt Quebrado |,0,False
Capacete Trapers Quebrado,0,False
"=sporo Branco:
Ameaca de Espc",0,False
Capacete Tormento Quebrado |,0,False
Capacete Morcele Quebrado,0,False
Coragao Esquerdo de Jeharr,0,False
Capacete Brutnis Quebrada,0,False
Colméia de Abelha Dourada,0,False
Capacete Intimidante Quebrado |,0,False
Cogumelo Crowley,0,False
Vinheira Digerida Pela Metade,0,False
Capacete Teneran Quebrado,0,False
Escamas de sereias,0,False
Secregao Grudenta,0,False
Esfera do Portal Dimensional,0,False
Capacete Escamas Quebrado,0,False
Capacete Agaton Quebrado |,0,False
Capacete Loche Quebrado |,0,False
Capacete Anga Quebrado,0,False
Capacete Apiston Quebrado,0,False
Capacete Miragem Quebrado-,0,False
Ametista Sagrada,0,False
Calgado Apis Nobre-,0,False
Armadura Inferior Axo,0,False
Luvas Axo.,0,False
Protetor Axo.,0,False
Protetor Apis Nobre-,0,False
Armadura Inferior Apis Nobre,0,False
Calgado Axo.,0,False
Arco de Campo de Batalha,0,False
Lamina Sagaz,0,False
Espectro Legendario,0,False
Armadura Mithril Legendario |,0,False
Alabarda Nobre-,0,False
Machado de duas maos,0,False
Javelin Nobre-,0,False
Maca Verde,0,False
Machado Duplo Nobre-,0,False
Alabarda,0,False
Javelin:,0,False
Martelo de Pedra Nobre-,0,False
Machado Duplo,0,False
Arco de Campo Curto:,0,False
Espada Curta,0,False
Garra.,0,False
Machado,0,False
Arco de Campo Curto Nobre |,0,False
Caiado Furia Nobre-,0,False
Lamina Curta:,0,False
Martelo de Pedra,0,False
Escudo Lozenge Nobre-,0,False
Machado de duas maos Nobre-,0,False
Banana Fresca,0,False
Banana Espirito:,0,False
Banana Vigorosa:,0,False
Lapis Mental Ly2_,0,False
Banana Dourada,0,False
Banana Verde,0,False
Mascara da Sorte de Abobor.,0,False
Grito do Diabo:,0,False
Fragmento de Lapis Sensato:,0,False
Fragmento de Lapis Afortunado de Capacete,0,False
Orgao Desenvolvido de Inseto:,0,False
Amuleto Sagaz Ly4,0,False
Super Ligamento GM (2) (Inativo),0,False
Elmo Serche Nedfito:,0,False
Amuleto de Oraculo Raro,0,False
Luvas Terra Legendario,0,False
Amuleto Raro de Ranger,0,False
Runa de Invocagao do Ferreiro,0,False
Capacete Unicornio Herdico,0,False
Calgado Axo Yenia-,0,False
Capacete Miragem Herdico,0,False
Botas Loxe Atroz,0,False
Bracelete Seguro Yenia,0,False
Amuleto Freon,0,False
Anel de Prata de Arqueiro:,0,False
Bracadeira de Prata de Arq.,0,False
Anel Raro de Arqueiro,0,False
Devogao Cega,0,False
False,0,False
False,0,False
False,0,False
False,0,False
Luvas Lusco Legendario:,0,False
False,0,False
Amuleto Normal de Lutador,0,False
Bracadeira de Cobre de Lut.,0,False
Bracadeira de Cobre de Def.,0,False
Calga Adamas Herdico:,0,False
Capacete da Dignidade Lendario |,0,False
Capacete Ulacruty Lendario:,0,False
Lapis da Vida Ly2.,0,False
Sopro Divino Herdico,0,False
Malha Luminosa Vinganga de Fogo,0,False
Botas Amaraer,0,False
Anel Coragao de Dragao,0,False
Arco de Campo Composto Her.,0,False
Capacete Académico,0,False
Espectro Deusa,0,False
Calga Dragao Atroz,0,False
Capacete Loxe Herdico,0,False
Armadura Justia:,0,False
Tensyo°,0,False
Botas Metal,0,False
Pergaminho Cura Hipnose-,0,False
Lapis Inteligencia Lv2,0,False
Colar das Trevas:,0,False
Satira Pura:,0,False
Esmeralda Nobre-,0,False
Capacete Unicornio Atroz,0,False
Karma Legendario,0,False
Fragmento de Lapis Mistico:,0,False
Fragmento de Lapis Fortuna,0,False
Botas Secor,0,False
Luvas Secor,0,False
Calga Secor,0,False
Armadura Secor,0,False
False,0,False
False,0,False
False,0,False
False,0,False
Aegis Deusa,0,False
Amuleto Tita,0,False
Escama de Quimera:,0,False
Capacete Apiston Legendario |,0,False
Frasco da Fortuna,0,False
Capa Besta,0,False
Pogao Sagrada,0,False
Bracelete Segura Ly4,0,False
Perneiras Serche Neofito |,0,False
Lengo Serche Neofito:,0,False
Botas Serche Nedfito:,0,False
Lagrima de Troll AS,0,False
Engolidor de Cadaver Atroz:,0,False
Angolmois Herdico:,0,False
Bato de Deus Herdico,0,False
Taco de Pontas Nobre-,0,False
Protetor de Aco Nobre,0,False
Armadura Inferior de Aco,0,False
Escudo Lozenge,0,False
Luvas Aco,0,False
Calgado de Aco,0,False
Protetor Piton Atroz,0,False
Calgado Brutal Yenia-,0,False
Esséncia Alma,0,False
Anel de Prata de Ranger,0,False
Anel Raro de Ranger:,0,False
Spectrum Atroz:,0,False
Pistantes Deprimo,0,False
Armadura Brilhante de Fogo,0,False
Quadrado Cadtico Furia,0,False
Armadura Soron Perito-,0,False
Calgas Soron Perito,0,False
Manopla Soron Perito,0,False
Capacete Metrin-,0,False
Fogo Rapido,0,False
Fragmento de Lapis Artesanal de Capacete,0,False
Anel de Cobre de Lutador,0,False
Calga Metal Azul.,0,False
Armadura Metal Azul,0,False
Nirvana Herdico:,0,False
Bane Tensyo-,0,False
False,0,False
Fio do Sucesso Herdico’,0,False
Luvas Mithril Deusa,0,False
Colar Lendario-,0,False
Capa habilidadeosa,0,False
Trago dos Daemons:,0,False
Machado de Prata,0,False
Gran Machado,0,False
Taco de Espinhos:,0,False
Malho Duplo,0,False
Escudo,0,False
Luvas Brutais,0,False
Berdysh Yenia |,0,False
Calgado Académicos,0,False
Bracadeira de Oraculo Rara,0,False
Psophos Karma Legendario,0,False
Tomahawk Duplo Veénia-,0,False
Pesadelo Vénia,0,False
Dente de Manticora Véenia,0,False
Tomahawk Veénia-,0,False
Forca de Merlin Deusa,0,False
Machado do Observador Atroz,0,False
Escudo Espinhos de Gelo,0,False
Protetor Fatal de Terra,0,False
Cantavel Ensanguentado Leg.,0,False
Armadura Inferior Anga,0,False
False,0,False
Lorde Demoligao Atroz,0,False
Manopla Inteligente,0,False
Remedio da Energia,0,False
False,0,False
False,0,False
False,0,False
